 ,Label,Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
912,Step2 test1 3.2x0.63x-1.avi:4.04 s,106,301.585,1385.16,301.585,1385.16,22.298,6.053,108.066,0.15,101,3.684,0.271,0.328
913,Step2 test1 3.2x0.63x-1.avi:4.04 s,186,746.387,1692.532,746.387,1692.532,17.263,13.718,176.002,0.916,101,1.258,0.795,0.925
914,Step2 test1 3.2x0.63x-1.avi:4.04 s,178,551.258,1695.118,551.258,1695.118,18.357,12.346,31.356,0.876,101,1.487,0.673,0.922
915,Step2 test1 3.2x0.63x-1.avi:4.04 s,171,717.137,1764.231,717.137,1764.231,15.962,13.64,120.059,0.968,101,1.17,0.855,0.934
916,Step2 test1 3.2x0.63x-1.avi:4.04 s,135,1279.33,1991.715,1279.33,1991.715,16.714,10.284,143.513,0.834,101,1.625,0.615,0.888
917,Step2 test1 3.2x0.63x-1.avi:4.08 s,124,1384.46,764.274,1384.46,764.274,14.323,11.023,163.285,0.848,102,1.299,0.77,0.902
918,Step2 test1 3.2x0.63x-1.avi:4.08 s,184,971.375,771.832,971.375,771.832,19.471,12.032,176.642,0.846,102,1.618,0.618,0.922
919,Step2 test1 3.2x0.63x-1.avi:4.08 s,139,1286.327,916.853,1286.327,916.853,15.755,11.234,150.069,0.868,102,1.402,0.713,0.917
920,Step2 test1 3.2x0.63x-1.avi:4.08 s,120,1654.517,1170.292,1654.517,1170.292,14.101,10.835,123.691,0.903,102,1.301,0.768,0.899
921,Step2 test1 3.2x0.63x-1.avi:4.08 s,186,744.215,1692.866,744.215,1692.866,16.764,14.126,9.018,0.916,102,1.187,0.843,0.93
922,Step2 test1 3.2x0.63x-1.avi:4.08 s,188,550.149,1695.984,550.149,1695.984,18.881,12.678,29.321,0.917,102,1.489,0.671,0.931
923,Step2 test1 3.2x0.63x-1.avi:4.08 s,151,717.228,1765.328,717.228,1765.328,14.355,13.393,125.175,0.899,102,1.072,0.933,0.901
924,Step2 test1 3.2x0.63x-1.avi:4.08 s,131,1282.141,1993.324,1282.141,1993.324,15.914,10.481,149.641,0.839,102,1.518,0.659,0.907
925,Step2 test1 3.2x0.63x-1.avi:4.12 s,137,1382.697,763.704,1382.697,763.704,16.478,10.586,174.019,0.731,103,1.557,0.642,0.867
926,Step2 test1 3.2x0.63x-1.avi:4.12 s,176,966.949,771.619,966.949,771.619,19.209,11.666,178.141,0.827,103,1.647,0.607,0.921
927,Step2 test1 3.2x0.63x-1.avi:4.12 s,121,1289.74,919.012,1289.74,919.012,14.706,10.476,140.813,0.948,103,1.404,0.712,0.931
928,Step2 test1 3.2x0.63x-1.avi:4.12 s,129,1657.585,1174.5,1657.585,1174.5,14.92,11.009,124.473,0.907,103,1.355,0.738,0.905
929,Step2 test1 3.2x0.63x-1.avi:4.12 s,197,742.48,1695.236,742.48,1695.236,16.962,14.788,46.349,0.909,103,1.147,0.872,0.916
930,Step2 test1 3.2x0.63x-1.avi:4.12 s,187,547.447,1696.864,547.447,1696.864,18.556,12.831,24.224,0.852,103,1.446,0.692,0.903
931,Step2 test1 3.2x0.63x-1.avi:4.12 s,144,717.042,1766.264,717.042,1766.264,13.862,13.227,1.684,0.958,103,1.048,0.954,0.935
932,Step2 test1 3.2x0.63x-1.avi:4.12 s,128,1285.297,1995.297,1285.297,1995.297,16.081,10.134,146.114,0.865,103,1.587,0.63,0.889
933,Step2 test1 3.2x0.63x-1.avi:4.16 s,133,1380.891,763.763,1380.891,763.763,16.71,10.134,168.042,0.83,104,1.649,0.606,0.905
934,Step2 test1 3.2x0.63x-1.avi:4.16 s,180,965.139,772.367,965.139,772.367,19.353,11.842,4.856,0.802,104,1.634,0.612,0.887
935,Step2 test1 3.2x0.63x-1.avi:4.16 s,109,1293.904,921.757,1293.904,921.757,14.17,9.794,143.131,0.907,104,1.447,0.691,0.901
936,Step2 test1 3.2x0.63x-1.avi:4.16 s,126,1660.167,1178.627,1660.167,1178.627,14.889,10.775,117.679,0.896,104,1.382,0.724,0.916
937,Step2 test1 3.2x0.63x-1.avi:4.16 s,210,740.886,1698.062,740.886,1698.062,19.058,14.03,59.997,0.888,104,1.358,0.736,0.923
938,Step2 test1 3.2x0.63x-1.avi:4.16 s,174,543.46,1698.04,543.46,1698.04,17.173,12.901,19.178,0.929,104,1.331,0.751,0.923
939,Step2 test1 3.2x0.63x-1.avi:4.16 s,144,716.542,1767.569,716.542,1767.569,13.886,13.204,38.026,0.933,104,1.052,0.951,0.926
940,Step2 test1 3.2x0.63x-1.avi:4.16 s,130,1289.338,1997.846,1289.338,1997.846,16.173,10.234,142.786,0.879,104,1.58,0.633,0.906
941,Step2 test1 3.2x0.63x-1.avi:4.20 s,137,1379.96,763.347,1379.96,763.347,16.514,10.563,171.185,0.824,105,1.563,0.64,0.898
942,Step2 test1 3.2x0.63x-1.avi:4.20 s,179,962.656,773.874,962.656,773.874,18.062,12.618,11.237,0.89,105,1.431,0.699,0.93
943,Step2 test1 3.2x0.63x-1.avi:4.20 s,119,1298.508,924.231,1298.508,924.231,15.043,10.072,139.033,0.921,105,1.493,0.67,0.912
944,Step2 test1 3.2x0.63x-1.avi:4.20 s,132,1663.068,1182.841,1663.068,1182.841,14.826,11.336,115.841,0.878,105,1.308,0.765,0.917
945,Step2 test1 3.2x0.63x-1.avi:4.20 s,214,740.407,1700.35,740.407,1700.35,20.586,13.236,68.026,0.817,105,1.555,0.643,0.922
946,Step2 test1 3.2x0.63x-1.avi:4.20 s,175,538.683,1699.443,538.683,1699.443,17.178,12.971,14.016,0.921,105,1.324,0.755,0.938
947,Step2 test1 3.2x0.63x-1.avi:4.20 s,158,715.911,1768.962,715.911,1768.962,14.808,13.586,42.758,0.986,105,1.09,0.917,0.94
948,Step2 test1 3.2x0.63x-1.avi:4.20 s,130,1293.362,2000.823,1293.362,2000.823,15.602,10.609,137.484,0.811,105,1.471,0.68,0.909
949,Step2 test1 3.2x0.63x-1.avi:4.24 s,137,1378.58,762.777,1378.58,762.777,16.738,10.421,176.118,0.824,106,1.606,0.623,0.901
950,Step2 test1 3.2x0.63x-1.avi:4.24 s,177,959.387,775.749,959.387,775.749,17.47,12.9,19.966,0.851,106,1.354,0.738,0.917
951,Step2 test1 3.2x0.63x-1.avi:4.24 s,116,1302.707,926.405,1302.707,926.405,14.797,9.982,137.118,0.873,106,1.482,0.675,0.903
952,Step2 test1 3.2x0.63x-1.avi:4.24 s,134,1665.821,1187.246,1665.821,1187.246,15.165,11.251,123.385,0.942,106,1.348,0.742,0.921
953,Step2 test1 3.2x0.63x-1.avi:4.24 s,209,740.825,1701.586,740.825,1701.586,19.87,13.392,75.886,0.883,106,1.484,0.674,0.927
954,Step2 test1 3.2x0.63x-1.avi:4.24 s,172,534.738,1700.558,534.738,1700.558,17.203,12.731,13.227,0.927,106,1.351,0.74,0.932
955,Step2 test1 3.2x0.63x-1.avi:4.24 s,159,714.783,1770.318,714.783,1770.318,14.914,13.574,35.496,0.957,106,1.099,0.91,0.93
956,Step2 test1 3.2x0.63x-1.avi:4.24 s,134,1296.948,2004.045,1296.948,2004.045,16.058,10.625,140.216,0.827,106,1.511,0.662,0.89
957,Step2 test1 3.2x0.63x-1.avi:4.28 s,139,1376.924,763.025,1376.924,763.025,17.107,10.345,176.435,0.824,107,1.654,0.605,0.917
958,Step2 test1 3.2x0.63x-1.avi:4.28 s,176,955.619,777.852,955.619,777.852,16.909,13.252,15.94,0.847,107,1.276,0.784,0.912
959,Step2 test1 3.2x0.63x-1.avi:4.28 s,115,1307.483,929.091,1307.483,929.091,15.232,9.613,139.955,0.841,107,1.584,0.631,0.916
960,Step2 test1 3.2x0.63x-1.avi:4.28 s,126,1668.444,1191.254,1668.444,1191.254,15.071,10.644,121.337,0.852,107,1.416,0.706,0.894
961,Step2 test1 3.2x0.63x-1.avi:4.28 s,110,1440.573,1593.1,1440.573,1593.1,14.077,9.949,144.459,0.877,107,1.415,0.707,0.88
962,Step2 test1 3.2x0.63x-1.avi:4.28 s,172,530.384,1701.901,530.384,1701.901,16.554,13.229,12.825,0.927,107,1.251,0.799,0.932
963,Step2 test1 3.2x0.63x-1.avi:4.28 s,210,742.024,1704.162,742.024,1704.162,18.624,14.357,91.576,0.935,107,1.297,0.771,0.94
964,Step2 test1 3.2x0.63x-1.avi:4.28 s,161,713.432,1772.003,713.432,1772.003,14.83,13.823,30.707,0.944,107,1.073,0.932,0.925
965,Step2 test1 3.2x0.63x-1.avi:4.28 s,136,1300.89,2008.375,1300.89,2008.375,17.055,10.153,134.744,0.862,107,1.68,0.595,0.913
966,Step2 test1 3.2x0.63x-1.avi:4.32 s,135,1375.211,762.752,1375.211,762.752,16.793,10.236,177.579,0.812,108,1.641,0.61,0.9
967,Step2 test1 3.2x0.63x-1.avi:4.32 s,182,951.687,780.005,951.687,780.005,17.42,13.303,22.894,0.926,108,1.309,0.764,0.938
968,Step2 test1 3.2x0.63x-1.avi:4.32 s,103,1311.869,931.985,1311.869,931.985,15.606,8.403,137.532,0.696,108,1.857,0.538,0.808
969,Step2 test1 3.2x0.63x-1.avi:4.32 s,135,1671.107,1195.026,1671.107,1195.026,15.36,11.19,130.522,0.898,108,1.373,0.729,0.922
970,Step2 test1 3.2x0.63x-1.avi:4.32 s,118,1443.068,1596.144,1443.068,1596.144,15.114,9.941,139.363,0.863,108,1.52,0.658,0.908
971,Step2 test1 3.2x0.63x-1.avi:4.32 s,172,526.32,1703.116,526.32,1703.116,15.951,13.729,9.96,0.95,108,1.162,0.861,0.93
972,Step2 test1 3.2x0.63x-1.avi:4.32 s,206,743.345,1706.99,743.345,1706.99,17.999,14.573,102.364,0.89,108,1.235,0.81,0.93
973,Step2 test1 3.2x0.63x-1.avi:4.32 s,163,711.334,1773.972,711.334,1773.972,15.306,13.559,32.428,0.879,108,1.129,0.886,0.924
974,Step2 test1 3.2x0.63x-1.avi:4.32 s,136,1303.809,2012.831,1303.809,2012.831,17.037,10.164,133.781,0.818,108,1.676,0.597,0.88
975,Step2 test1 3.2x0.63x-1.avi:4.36 s,132,1372.53,761.818,1372.53,761.818,16.464,10.208,174.631,0.824,109,1.613,0.62,0.889
976,Step2 test1 3.2x0.63x-1.avi:4.36 s,177,947.551,782.076,947.551,782.076,17.132,13.155,25.108,0.922,109,1.302,0.768,0.924
977,Step2 test1 3.2x0.63x-1.avi:4.36 s,136,1673.471,1199.412,1673.471,1199.412,15.776,10.976,130.188,0.895,109,1.437,0.696,0.916
978,Step2 test1 3.2x0.63x-1.avi:4.36 s,124,1445.935,1599.476,1445.935,1599.476,15.374,10.269,137.88,0.786,109,1.497,0.668,0.886
979,Step2 test1 3.2x0.63x-1.avi:4.36 s,173,522.269,1704.645,522.269,1704.645,16.42,13.415,9.328,0.942,109,1.224,0.817,0.948
980,Step2 test1 3.2x0.63x-1.avi:4.36 s,198,745.126,1710.247,745.126,1710.247,17.8,14.163,108.876,0.922,109,1.257,0.796,0.925
981,Step2 test1 3.2x0.63x-1.avi:4.36 s,163,709.383,1776.396,709.383,1776.396,15.449,13.433,26.523,0.932,109,1.15,0.87,0.924
982,Step2 test1 3.2x0.63x-1.avi:4.36 s,146,1306.712,2017.918,1306.712,2017.918,17.232,10.788,129.468,0.798,109,1.597,0.626,0.904
983,Step2 test1 3.2x0.63x-1.avi:4.40 s,129,1368.182,761.368,1368.182,761.368,15.879,10.344,177.053,0.858,110,1.535,0.651,0.908
984,Step2 test1 3.2x0.63x-1.avi:4.40 s,169,943.328,784.577,943.328,784.577,16.877,12.749,24.133,0.872,110,1.324,0.755,0.897
985,Step2 test1 3.2x0.63x-1.avi:4.40 s,123,1322.541,936.045,1322.541,936.045,15.761,9.937,151.735,0.864,110,1.586,0.63,0.898
986,Step2 test1 3.2x0.63x-1.avi:4.40 s,134,1676.127,1203.828,1676.127,1203.828,15.834,10.775,132.797,0.815,110,1.469,0.681,0.912
987,Step2 test1 3.2x0.63x-1.avi:4.40 s,126,1448.238,1602.675,1448.238,1602.675,15.452,10.382,129.743,0.829,110,1.488,0.672,0.89
988,Step2 test1 3.2x0.63x-1.avi:4.40 s,169,518.962,1706.169,518.962,1706.169,15.986,13.461,18.287,0.902,110,1.188,0.842,0.923
989,Step2 test1 3.2x0.63x-1.avi:4.40 s,197,746.708,1713.627,746.708,1713.627,18.379,13.647,116.739,0.808,110,1.347,0.743,0.902
990,Step2 test1 3.2x0.63x-1.avi:4.40 s,162,707.778,1779.025,707.778,1779.025,15.483,13.322,43.008,0.985,110,1.162,0.86,0.947
991,Step2 test1 3.2x0.63x-1.avi:4.40 s,126,1309.325,2022.595,1309.325,2022.595,17.114,9.374,133.992,0.807,110,1.826,0.548,0.887
992,Step2 test1 3.2x0.63x-1.avi:4.44 s,122,1363.721,761.008,1363.721,761.008,15.917,9.759,174.654,0.844,111,1.631,0.613,0.907
993,Step2 test1 3.2x0.63x-1.avi:4.44 s,153,939.147,786.271,939.147,786.271,16.419,11.864,16.501,0.955,111,1.384,0.723,0.942
994,Step2 test1 3.2x0.63x-1.avi:4.44 s,128,1327.453,937.898,1327.453,937.898,15.846,10.285,155.522,0.79,111,1.541,0.649,0.886
995,Step2 test1 3.2x0.63x-1.avi:4.44 s,148,1679.054,1208.568,1679.054,1208.568,16.654,11.315,130.824,0.891,111,1.472,0.679,0.914
996,Step2 test1 3.2x0.63x-1.avi:4.44 s,133,1450.425,1606.117,1450.425,1606.117,15.658,10.815,129.258,0.909,111,1.448,0.691,0.911
997,Step2 test1 3.2x0.63x-1.avi:4.44 s,173,515.749,1707.506,515.749,1707.506,15.992,13.774,18.977,0.923,111,1.161,0.861,0.915
998,Step2 test1 3.2x0.63x-1.avi:4.44 s,199,748.59,1716.721,748.59,1716.721,18.448,13.734,122.42,0.886,111,1.343,0.744,0.917
999,Step2 test1 3.2x0.63x-1.avi:4.44 s,165,706.167,1781.282,706.167,1781.282,15.773,13.319,40.262,0.911,111,1.184,0.844,0.914
1000,Step2 test1 3.2x0.63x-1.avi:4.44 s,102,1312.539,2028.255,1312.539,2028.255,17.614,7.373,118.54,0.577,111,2.389,0.419,0.758
1001,Step2 test1 3.2x0.63x-1.avi:4.48 s,127,1359.232,760.823,1359.232,760.823,16.276,9.935,177.165,0.878,112,1.638,0.61,0.924
1002,Step2 test1 3.2x0.63x-1.avi:4.48 s,162,934.315,788.537,934.315,788.537,16.453,12.537,20.328,0.873,112,1.312,0.762,0.923
1003,Step2 test1 3.2x0.63x-1.avi:4.48 s,124,1331.927,939.806,1331.927,939.806,16.406,9.623,155.93,0.872,112,1.705,0.587,0.908
1004,Step2 test1 3.2x0.63x-1.avi:4.48 s,149,1681.956,1212.748,1681.956,1212.748,16.871,11.245,132.474,0.865,112,1.5,0.667,0.911
1005,Step2 test1 3.2x0.63x-1.avi:4.48 s,140,1452.75,1609.571,1452.75,1609.571,15.46,11.53,131.788,0.932,112,1.341,0.746,0.933
1006,Step2 test1 3.2x0.63x-1.avi:4.48 s,176,511.983,1709.295,511.983,1709.295,16.199,13.833,22.652,0.917,112,1.171,0.854,0.931
1007,Step2 test1 3.2x0.63x-1.avi:4.48 s,205,750.432,1719.685,750.432,1719.685,18.043,14.466,120.325,0.964,112,1.247,0.802,0.945
1008,Step2 test1 3.2x0.63x-1.avi:4.48 s,166,704.735,1784.271,704.735,1784.271,15.736,13.432,50.473,0.94,112,1.172,0.854,0.922
1009,Step2 test1 3.2x0.63x-1.avi:4.48 s,115,1314.126,2034.683,1314.126,2034.683,15.892,9.214,104.757,0.593,112,1.725,0.58,0.796
1010,Step2 test1 3.2x0.63x-1.avi:4.52 s,126,1356.175,760.81,1356.175,760.81,16.129,9.946,179.615,0.838,113,1.622,0.617,0.913
1011,Step2 test1 3.2x0.63x-1.avi:4.52 s,167,929.015,790.219,929.015,790.219,18.032,11.792,5.84,0.822,113,1.529,0.654,0.91
1012,Step2 test1 3.2x0.63x-1.avi:4.52 s,125,1336.052,941.82,1336.052,941.82,16.166,9.845,160.607,0.823,113,1.642,0.609,0.906
1013,Step2 test1 3.2x0.63x-1.avi:4.52 s,151,1684.818,1216.884,1684.818,1216.884,17.521,10.973,130.431,0.846,113,1.597,0.626,0.915
1014,Step2 test1 3.2x0.63x-1.avi:4.52 s,131,1454.317,1612.927,1454.317,1612.927,15.113,11.036,118.815,0.872,113,1.369,0.73,0.903
1015,Step2 test1 3.2x0.63x-1.avi:4.52 s,171,509.143,1710.88,509.143,1710.88,16.254,13.395,12.434,0.804,113,1.213,0.824,0.895
1016,Step2 test1 3.2x0.63x-1.avi:4.52 s,209,752.414,1722.438,752.414,1722.438,18.242,14.588,130.344,0.903,113,1.251,0.8,0.915
1017,Step2 test1 3.2x0.63x-1.avi:4.52 s,164,703.226,1786.915,703.226,1786.915,15.694,13.305,59.415,0.866,113,1.18,0.848,0.899
1018,Step2 test1 3.2x0.63x-1.avi:4.52 s,137,1315.544,2039.938,1315.544,2039.938,16.818,10.372,115.172,0.757,113,1.622,0.617,0.873
1019,Step2 test1 3.2x0.63x-1.avi:4.56 s,123,1353.264,760.996,1353.264,760.996,16.214,9.659,1.495,0.851,114,1.679,0.596,0.908
1020,Step2 test1 3.2x0.63x-1.avi:4.56 s,173,922.766,790.899,922.766,790.899,19.213,11.465,177.335,0.821,114,1.676,0.597,0.915
1021,Step2 test1 3.2x0.63x-1.avi:4.56 s,128,1341.031,943.766,1341.031,943.766,16.287,10.007,161.092,0.852,114,1.628,0.614,0.908
1022,Step2 test1 3.2x0.63x-1.avi:4.56 s,141,1686.862,1218.23,1686.862,1218.23,16.751,10.717,139.519,0.84,114,1.563,0.64,0.89
1023,Step2 test1 3.2x0.63x-1.avi:4.56 s,127,1456.39,1616.736,1456.39,1616.736,14.95,10.816,117.968,0.903,114,1.382,0.724,0.92
1024,Step2 test1 3.2x0.63x-1.avi:4.56 s,154,505.76,1711.916,505.76,1711.916,16.089,12.187,2.265,0.717,114,1.32,0.757,0.853
1025,Step2 test1 3.2x0.63x-1.avi:4.56 s,203,753.83,1725.081,753.83,1725.081,18.124,14.261,137.14,0.916,114,1.271,0.787,0.919
1026,Step2 test1 3.2x0.63x-1.avi:4.56 s,162,701.932,1789.074,701.932,1789.074,15.098,13.662,56.438,0.975,114,1.105,0.905,0.934
1027,Step2 test1 3.2x0.63x-1.avi:4.60 s,125,1349.22,761.62,1349.22,761.62,16.074,9.902,1.203,0.841,115,1.623,0.616,0.923
1028,Step2 test1 3.2x0.63x-1.avi:4.60 s,183,916.577,790.817,916.577,790.817,19.748,11.799,177.471,0.86,115,1.674,0.597,0.929
1029,Step2 test1 3.2x0.63x-1.avi:4.60 s,130,1346.254,945.069,1346.254,945.069,16.862,9.816,170.893,0.833,115,1.718,0.582,0.89
1030,Step2 test1 3.2x0.63x-1.avi:4.60 s,136,1687.713,1216.838,1687.713,1216.838,16.583,10.442,156.396,0.871,115,1.588,0.63,0.907
1031,Step2 test1 3.2x0.63x-1.avi:4.60 s,118,1457.678,1619.856,1457.678,1619.856,14.493,10.367,115.176,0.914,115,1.398,0.715,0.922
1032,Step2 test1 3.2x0.63x-1.avi:4.60 s,146,502.822,1712.808,502.822,1712.808,15.671,11.862,9.882,0.674,115,1.321,0.757,0.823
1033,Step2 test1 3.2x0.63x-1.avi:4.60 s,205,755.856,1727.568,755.856,1727.568,18.245,14.306,136.904,0.913,115,1.275,0.784,0.934
1034,Step2 test1 3.2x0.63x-1.avi:4.60 s,158,700.671,1790.646,700.671,1790.646,14.878,13.521,40.139,0.927,115,1.1,0.909,0.924
1035,Step2 test1 3.2x0.63x-1.avi:4.64 s,122,1344.32,762.508,1344.32,762.508,15.839,9.807,7.073,0.812,116,1.615,0.619,0.878
1036,Step2 test1 3.2x0.63x-1.avi:4.64 s,178,910.309,791.129,910.309,791.129,19.585,11.572,176.621,0.803,116,1.692,0.591,0.892
1037,Step2 test1 3.2x0.63x-1.avi:4.64 s,129,1350.453,946.531,1350.453,946.531,15.215,10.795,164.842,0.882,116,1.409,0.71,0.928
1038,Step2 test1 3.2x0.63x-1.avi:4.64 s,134,1689.291,1215.604,1689.291,1215.604,16.895,10.098,174.64,0.806,116,1.673,0.598,0.896
1039,Step2 test1 3.2x0.63x-1.avi:4.64 s,121,1459.459,1623.682,1459.459,1623.682,14.683,10.493,117.151,0.91,116,1.399,0.715,0.92
1040,Step2 test1 3.2x0.63x-1.avi:4.64 s,145,500.148,1714.045,500.148,1714.045,16.2,11.396,32.371,0.813,116,1.422,0.703,0.863
1041,Step2 test1 3.2x0.63x-1.avi:4.64 s,202,757.718,1730.168,757.718,1730.168,17.765,14.478,137.849,0.941,116,1.227,0.815,0.929
1042,Step2 test1 3.2x0.63x-1.avi:4.64 s,155,698.984,1791.842,698.984,1791.842,14.801,13.334,32.98,0.967,116,1.11,0.901,0.934
1043,Step2 test1 3.2x0.63x-1.avi:4.68 s,129,1343.027,762.864,1343.027,762.864,15.747,10.431,12.213,0.882,117,1.51,0.662,0.912
1044,Step2 test1 3.2x0.63x-1.avi:4.68 s,177,904.178,791.042,904.178,791.042,19.715,11.431,177.928,0.781,117,1.725,0.58,0.91
1045,Step2 test1 3.2x0.63x-1.avi:4.68 s,125,1355.212,948.324,1355.212,948.324,15.647,10.172,166.111,0.889,117,1.538,0.65,0.916
1046,Step2 test1 3.2x0.63x-1.avi:4.68 s,133,1692.876,1214.966,1692.876,1214.966,16.084,10.528,4.105,0.843,117,1.528,0.655,0.887
1047,Step2 test1 3.2x0.63x-1.avi:4.68 s,120,1460.658,1626.633,1460.658,1626.633,14.142,10.804,115.545,0.941,117,1.309,0.764,0.934
1048,Step2 test1 3.2x0.63x-1.avi:4.68 s,159,497.123,1717.28,497.123,1717.28,16.632,12.172,52.015,0.828,117,1.366,0.732,0.876
1049,Step2 test1 3.2x0.63x-1.avi:4.68 s,190,758.9,1732.411,758.9,1732.411,16.506,14.656,149.669,0.967,117,1.126,0.888,0.941
1050,Step2 test1 3.2x0.63x-1.avi:4.68 s,159,697.009,1792.657,697.009,1792.657,15.129,13.381,13.546,0.967,117,1.131,0.884,0.941
1051,Step2 test1 3.2x0.63x-1.avi:4.72 s,129,1341.198,763.864,1341.198,763.864,16.189,10.146,17.465,0.858,118,1.596,0.627,0.905
1052,Step2 test1 3.2x0.63x-1.avi:4.72 s,177,898.037,791.924,898.037,791.924,19.278,11.69,1.172,0.748,118,1.649,0.606,0.905
1053,Step2 test1 3.2x0.63x-1.avi:4.72 s,123,1359.711,950.272,1359.711,950.272,15.103,10.37,160.337,0.925,118,1.456,0.687,0.918
1054,Step2 test1 3.2x0.63x-1.avi:4.72 s,137,1697.901,1213.967,1697.901,1213.967,16.042,10.874,6.988,0.824,118,1.475,0.678,0.887
1055,Step2 test1 3.2x0.63x-1.avi:4.72 s,123,1462.215,1629.809,1462.215,1629.809,14.187,11.039,113.891,0.914,118,1.285,0.778,0.908
1056,Step2 test1 3.2x0.63x-1.avi:4.72 s,164,494.75,1720.976,494.75,1720.976,16.153,12.927,48.967,0.843,118,1.25,0.8,0.909
1057,Step2 test1 3.2x0.63x-1.avi:4.72 s,180,759.983,1734.994,759.983,1734.994,15.596,14.695,131.846,0.858,118,1.061,0.942,0.9
1058,Step2 test1 3.2x0.63x-1.avi:4.72 s,176,694.028,1793.068,694.028,1793.068,16.734,13.392,178.25,0.831,118,1.25,0.8,0.917
1059,Step2 test1 3.2x0.63x-1.avi:4.76 s,130,1336.908,766.069,1336.908,766.069,15.856,10.439,18.887,0.889,119,1.519,0.658,0.909
1060,Step2 test1 3.2x0.63x-1.avi:4.76 s,192,891.766,793.328,891.766,793.328,19.499,12.537,6.966,0.855,119,1.555,0.643,0.928
1061,Step2 test1 3.2x0.63x-1.avi:4.76 s,127,1364.035,952.705,1364.035,952.705,15.149,10.674,154.977,0.893,119,1.419,0.705,0.917
1062,Step2 test1 3.2x0.63x-1.avi:4.76 s,130,1702.162,1211.862,1702.162,1211.862,15.384,10.76,12.218,0.879,119,1.43,0.699,0.89
1063,Step2 test1 3.2x0.63x-1.avi:4.76 s,114,300.246,1383.088,300.246,1383.088,21.226,6.838,106.483,0.169,119,3.104,0.322,0.353
1064,Step2 test1 3.2x0.63x-1.avi:4.76 s,120,1463.908,1632.483,1463.908,1632.483,13.468,11.345,113.348,0.969,119,1.187,0.842,0.93
1065,Step2 test1 3.2x0.63x-1.avi:4.76 s,185,492.441,1724.251,492.441,1724.251,17.498,13.462,23.544,0.87,119,1.3,0.769,0.923
1066,Step2 test1 3.2x0.63x-1.avi:4.76 s,183,761.26,1737.997,761.26,1737.997,16.309,14.287,120.371,0.953,119,1.142,0.876,0.929
1067,Step2 test1 3.2x0.63x-1.avi:4.76 s,186,690.36,1793.93,690.36,1793.93,18.663,12.689,4.626,0.875,119,1.471,0.68,0.921
1068,Step2 test1 3.2x0.63x-1.avi:4.80 s,126,1332.651,768.667,1332.651,768.667,15.601,10.283,22.754,0.896,120,1.517,0.659,0.926
1069,Step2 test1 3.2x0.63x-1.avi:4.80 s,178,886.022,794.944,886.022,794.944,19.044,11.901,8.895,0.811,120,1.6,0.625,0.906
1070,Step2 test1 3.2x0.63x-1.avi:4.80 s,135,1368.241,955.322,1368.241,955.322,16.129,10.657,153.71,0.865,120,1.513,0.661,0.9
1071,Step2 test1 3.2x0.63x-1.avi:4.80 s,129,1706.314,1209.477,1706.314,1209.477,15.504,10.594,15.378,0.907,120,1.464,0.683,0.915
1072,Step2 test1 3.2x0.63x-1.avi:4.80 s,138,300.21,1384.478,300.21,1384.478,23.723,7.407,109.14,0.224,120,3.203,0.312,0.437
1073,Step2 test1 3.2x0.63x-1.avi:4.80 s,107,1465.107,1635.266,1465.107,1635.266,13.319,10.229,102.279,0.901,120,1.302,0.768,0.907
1074,Step2 test1 3.2x0.63x-1.avi:4.80 s,210,488.919,1726.924,488.919,1726.924,21.022,12.719,22.515,0.819,120,1.653,0.605,0.909
1075,Step2 test1 3.2x0.63x-1.avi:4.80 s,194,762.33,1741.479,762.33,1741.479,16.642,14.842,110.746,0.933,120,1.121,0.892,0.928
1076,Step2 test1 3.2x0.63x-1.avi:4.80 s,194,686.866,1795.129,686.866,1795.129,19.978,12.364,7.497,0.845,120,1.616,0.619,0.917
1077,Step2 test1 3.2x0.63x-1.avi:4.84 s,124,1329.153,771.79,1329.153,771.79,15.504,10.183,27.186,0.838,121,1.523,0.657,0.883
1078,Step2 test1 3.2x0.63x-1.avi:4.84 s,180,880.417,796.65,880.417,796.65,18.931,12.106,12.287,0.747,121,1.564,0.639,0.885
1079,Step2 test1 3.2x0.63x-1.avi:4.84 s,141,1372.337,958.372,1372.337,958.372,16.243,11.052,150.036,0.904,121,1.47,0.68,0.913
1080,Step2 test1 3.2x0.63x-1.avi:4.84 s,127,1711.106,1207.398,1711.106,1207.398,15.069,10.731,10.337,0.903,121,1.404,0.712,0.914
1081,Step2 test1 3.2x0.63x-1.avi:4.84 s,155,300.016,1385.358,300.016,1385.358,25.201,7.831,111.419,0.239,121,3.218,0.311,0.457
1082,Step2 test1 3.2x0.63x-1.avi:4.84 s,188,483.043,1730.34,483.043,1730.34,18.727,12.782,24.815,0.876,121,1.465,0.683,0.928
1083,Step2 test1 3.2x0.63x-1.avi:4.84 s,192,763.406,1744.75,763.406,1744.75,16.309,14.99,100.513,0.924,121,1.088,0.919,0.916
1084,Step2 test1 3.2x0.63x-1.avi:4.84 s,196,682.296,1796.74,682.296,1796.74,20.137,12.393,12.623,0.873,121,1.625,0.615,0.931
1085,Step2 test1 3.2x0.63x-1.avi:4.88 s,137,1325.376,775.427,1325.376,775.427,16.201,10.767,35.68,0.804,122,1.505,0.665,0.901
